SKU,ASIN,UPC,Category,Title,Condition, Price ,Classification,AmazonSalesRank,AmazonLowestPrice,Brand,Manufacturer,ManufacturerPartNum,UserData10,UserData11,UserData2,UserData3,UserData4,UserData5,UserData6,UserData7,UserData8,UserData9,Weight,Ship wt, Est Margin ,% Margin
mon0000167094,B007IGK08G,846813024488,MusicalInstruments,iStarUSA WUT-110B Simple 1U Vertical Rack for Rack-mountable Equipment,New, $ 54.08 ,AZ eCommerce One,168143,47.5,ISTAR,iStarUSA,WUT-110B,280.37,RETAIL, $ 45.00 ,59434,CA-WAP110B,WUT-110B,iStarUSA,Accessory,iStarUSA CLAYTEK WUT-110B Simple 1U Vertical Rack for Rack-mountable Equipment,1,1,1, $ (1.58),-4%
mon0000174441,B002XIUZ8E,846813012041,Miscellaneous,Istarusa Tc-rail-26 26 Inch Sliding Rail Kit For Most Rackmount Chassis,New, $ 45.95 ,AZ eCommerce One,,45.95,ISTAR,iStarUSA,TC-RAIL-26,92.79,RETAIL, $ 35.00 ,59933,CA-TCRAI26,TC-RAIL-26,iStarUSA,Accessory,iStarUSA 26 inch Sliding Rail Kit for Most Rackmount Chassis,6,5.85,6, $ (1.24),-4%
mon0000174005,B007YYJ0EC,672042105878,Miscellaneous,BBNS 2U TWIN2 C602 8XDIMM 4X NODE SAS 21,New," $ 4,092.51 ",AZ eCommerce One,1215122,4092.51,Supermicro,Supermicro,SYS-2027TR-H71RF,11025.3,RETAIL," $ 3,558.00 ",57304,SY-227TRH7,SYS-2027TR-H71RF,Supermicro,2U,Supermicro SuperServer SYS-2027TR-H71RF Four Node Dual LGA2011 1620W 2U Rackmount Server Barebone System (Black),85,87.3,88, $ (129.77),-4%
mon0000174376,B0065SQSI4,846813010672,Miscellaneous,iStarUSA T5F-SS Trayless SATA SAS Hard Drive Bay,New, $ 39.77 ,AZ eCommerce One,,33.85,iStarUSA,iStarUSA,T5F-SS,119,RETAIL, $ 32.00 ,59917,CA-T5F-SS,T5F-SS,iStarUSA,Accessory,"iStarUSA T5F-SS 1x5.25"" SAS/SATA 3.0 Gb/s Trayless Anti-vibration Mobile Rack",2,1.5,2, $ (1.30),-4%
mon0000173765,B007HW27C8,672042100026,Miscellaneous,***NEW RELEASE*** SuperMicro X9DRG-HF Motherboard,New, $ 499.99 ,AZ eCommerce One,,499.99,Supermicro,Supermicro,X9DRG-HF-B,364,RETAIL, $ 438.00 ,56471,MB-X9DRGFB,X9DRG-HF-B,Supermicro,LGA 2011,Supermicro X9DRG-HF-B Dual LGA2011/ Intel C602/ DDR3/ SATA3/ V&2GbE/ Proprietary Server Motherboard,5,5,5, $ (17.76),-4%
mon0000175233,B009T00IQ8,761345752817,Miscellaneous,Antec TRUEQUIET120BLUE 120mm Cooling Fan For Quiet Cfan Computing,New, $ 15.20 ,AZ eCommerce One,,7.71,Antec,Antec,761345752817,,RETAIL, $ 10.81 ,97526,FAN-TQ120B,TRUE QUIET 120 BLUE,Antec,120mm,Antec TrueQuiet 120mm Blue LED Case Fan,0.56,0.4,1, $ (0.44),-4%
mon0000175038,B006HDPCVQ,672042097258,Miscellaneous,Supermicro SuperChassis Mobile Rack Servers,New, $ 172.42 ,AZ eCommerce One,914841,162.8,Supermicro,Supermicro,CSE-M28SAB,,BULK, $ 148.00 ,94255,CA-M28SAB,CSE-M28SAB,Supermicro,Accessory,Supermicro CSE-M28SAB SAS/SATA Mobile Rack (Black),5,4.68,5, $ (6.19),-4%
mon0000174064,B007XZXWMS,085896640257,Miscellaneous,Kensington Microsaver Twin Notebook/Monitor Lock,New, $ 62.08 ,AZ eCommerce One,,54.82,Kensington,Kensington,KMW64025,79.69,RETAIL, $ 52.53 ,40933,KS-K64025F,K64025F,Kensington,Accessory,Kensington K64025F MicroSaver Twin Notebook Lock,1,1,1, $ (2.31),-4%
mon0000175237,B00BUIA2QS,761345752916,Miscellaneous,Antec TrueQuiet 120 UFO 120mm Case Fan,New, $ 18.05 ,AZ eCommerce One,,14.06,Antec,Antec,TRUE QUIET 120 UFO BLUE,,RETAIL, $ 13.39 ,97530,FAN-TQ12UB,TRUE QUIET 120 UFO BLUE,Antec,120mm,Antec TrueQuiet 120 UFO 120mm Case Fan,0.56,0.56,1, $ (0.60),-4%
mon0000173636,B00AK27FYM,672042117291,Miscellaneous,"Supermicro MBD-X9SRH-7F-O SINGLE SOCKET R (LGA 2011) SUPPORTS INTEL XEON E5-2600/1600 SERIES, INTEL C602J",New, $ 435.99 ,AZ eCommerce One,,424.5,Supermicro,Supermicro,MBD-X9SRH-7F-O,1080,RETAIL, $ 385.00 ,56394,MB-X9SRHF,X9SRH-7F-O,Supermicro,LGA 2011,Supermicro X9SRH-7F-O LGA2011/ Intel C602J/ DDR3/ SATA3&SAS2/ V&2GbE/ ATX Server Motherboard,5,2.82,3, $ (18.06),-5%
mon0000173764,B00B2I9WPI,672042117505,Miscellaneous,Supermicro X9DRD-EF-B Dual LGA2011/ Intel C602J/ DDR3/ SATA3/ V&2GbE/ EATX Server Motherboard,New, $ 407.99 ,AZ eCommerce One,,407.99,Supermicro,Supermicro,X9DRD-EF-B,546,BULK, $ 359.00 ,56470,MB-X9DRDEB,X9DRD-EF-B,Supermicro,LGA 2011,Supermicro X9DRD-EF-B Dual LGA2011/ Intel C602J/ DDR3/ SATA3/ V&2GbE/ EATX Server Motherboard,5,5,5, $ (16.96),-5%
mon0000174040,B00A1T4SK8,672042115174,Miscellaneous,SuperServer 6027R-72RFT+ Rack-mountable Server,New," $ 1,563.94 ",AZ eCommerce One,,1547.1,Supermicro,Supermicro,SYS-6027R-72RFT+,11340,RETAIL," $ 1,363.00 ",57338,SY-627RFT+,SYS-6027R-72RFT+,Supermicro,2U,Supermicro SuperServer SYS-6027R-72RFT+ Dual LGA2011 740W 2U Rackmount Server Barebone System (Black),52,52.03,53, $ (64.80),-5%
mon0000175007,B003JNSH7I,882016000720,Miscellaneous,Seasonic PS SS-350ET BRONZE 35,New, $ 51.55 ,AZ eCommerce One,,51.55,Seasonic,Seasonic,350ET80-B3,110.33,BULK, $ 42.23 ,93512,PS-SS350ET,SS-350ET BRONZE,Seasonic,Desktop,Seasonic SS-350ET 350W 80 PLUS BRONZE ATX12V Power Supply,3.4,2.55,3, $ (2.06),-5%
mon0000173665,B00B22CZPS,672042117314,Miscellaneous,Supermicro X9srh 7tf B Lga2011 Intel C602j Ddr3 Sata3&sas2 V&2gbe Atx Server Motherboard,New, $ 516.99 ,AZ eCommerce One,,505.5,Supermicro,Supermicro,X9SRH-7TF-B,396,BULK, $ 460.00 ,56408,MB-X9SRTFB,X9SRH-7TF-B,Supermicro,LGA 2011,Supermicro X9SRH-7TF-B LGA2011/ Intel C602J/ DDR3/ SATA3&SAS2/ V&2GbE/ ATX Server Motherboard,5,,0, $ (22.56),-5%
mon0000166253,B00DMM1T62,816264012860,OfficeProducts,ZOTAC ZBOX-ID84-U Atom Dual-Core D2550 1.86GHz/ Intel NM10/ WiFi/ A&V&GbE Mini PC Barebone System,New, $ 241.75 ,AZ eCommerce One,,241.75,Zotac,Zotac,ZBOX-ID84-U,128,RETAIL, $ 211.15 ,50896,MB-ZID84-U,ZBOX-ID84-U,Zotac,Desktop Barebone,ZOTAC ZBOX-ID84-U Atom Dual-Core D2550 1.86GHz/ Intel NM10/ WiFi/ A&V&GbE Mini PC Barebone System,4,5,5, $ (10.41),-5%
mon0000172131,B00IB8HUYC,886027000557,VideoGameAccessories,"BitFenix BFA-AAL-50RK15-RP 50cm 15 LEDs Alchemy Aqua LED-Strip, Red - PC/Mac/Linux",New, $ 37.50 ,AZ eCommerce One,57056,37.5,BitFenix,BitFenix,Unknown,,RETAIL, $ 30.90 ,92154,CA-AA50R15,BFA-AAL-50RK15-RP,BitFenix,Lighting Kit,BitFenix Alchemy Aqua 50cm LED Strips (Red),0.22,0.59,1, $ (1.58),-5%
mon0000175073,B008ABNUQM,672042104345,Miscellaneous,Drive Bay Adapter - Internal,New, $ 59.13 ,AZ eCommerce One,248985,59.13,Supermicro,Supermicro,MCP-220-84606-0N,,BULK, $ 48.00 ,94261,CA-MCP2866,MCP-220-84606-0N,Supermicro,Accessory,"Supermicro MCP-220-84606-0N Rear Side Dual 2.5"" HDD Kit for 846B Chassis",1.5,5,5, $ (2.49),-5%
mon0000167700,B008021NGK,790069352416,Miscellaneous,D-Link DSR-250N Wireless Integrated Services Router - IEEE 802.11n,New, $ 216.83 ,AZ eCommerce One,86854,212.84,D-Link,"D-Link Systems, Inc.",DSR-250N,,RETAIL, $ 190.55 ,70400,DL-DSR250N,DSR-250N,D-Link,Wireless Router,D-Link DSR-250 Wireless Services Router,2.9,2.8,3, $ (9.89),-5%
mon0000174461,B00I2YYQQU,818313019578,Miscellaneous,GIGABYTE AMD Radeon R9 290 OC 4GB GDDR5 2DVI/HDMI/DisplayPort PCI-Express Video Card,New, $ 633.03 ,AZ eCommerce One,,622.94,Generic,Gigabyte,GVR929OC4GD,,RETAIL, $ 565.47 ,64576,GA-R929OC4,GV-R929OC-4GD,GIGABYTE,AMD,GIGABYTE AMD Radeon R9 290 OC 4GB GDDR5 2DVI/HDMI/DisplayPort PCI-Express Video Card,4,,0, $ (29.39),-5%
mon0000173742,B004LNFDHM,672042073498,Miscellaneous,Supermicro H8DG6-F Server Motherboard - Dual Socket G34 / AMD SR5690 / E-ATX,New, $ 591.48 ,AZ eCommerce One,,591.48,Supermicro,Supermicro,672042073498,688.8,RETAIL, $ 525.00 ,56873,MB-H8DG6F,H8DG6-F-O,Supermicro,Opteron 6100,"Supermicro H8DG6-F-O Dual Socket G34/ AMD SR5690/ V&2GbE/ Extended ATX Server Motherboard, Retail",5,5.11,6, $ (27.54),-5%
mon0000169778,B00DMLRZ34,816220000757,Miscellaneous,DoubleSight DS-70U 7 inch Widescreen 350:1 30ms USB LCD Monitor (Black),New, $ 124.12 ,AZ eCommerce One,198060,124.12,DoubleSight,DoubleSight,DS-70U,178.5,RETAIL, $ 108.15 ,82692,DS-70U,DS-70U,DoubleSight,"14""/15"" LCD/LED Monitor",DoubleSight DS-70U 7 inch Widescreen 350:1 30ms USB LCD Monitor (Black),2,2,2, $ (5.75),-5%
mon0000174228,B005UP2IUK,846813016780,Miscellaneous,OKGEAR ATX-4P-EX 12 inch ATX 4Pin Extension Cable,New, $ 7.92 ,AZ eCommerce One,,7.92,OKGEAR,OKGEAR,ATC-2024,3,BULK, $ 5.00 ,59841,CA-ATC2024,ATC-2024,iStarUSA,Internal PC Power Cable,iStarUSA ATC-2024 24Pin Motherboard Female to 20Pin Motherboard Male Converter,0.5,,0, $ (0.27),-5%
mon0000173785,B00DVXDOF6,672042131211,Miscellaneous,H8QG7-LN4F Server Motherboard - AMD SR5690/SR5670 Chipset - Socket G34 LGA-1974,New, $ 999.95 ,AZ eCommerce One,,999.95,Supermicro,Supermicro,MBD-H8QG7-LN4F-O,180,RETAIL, $ 896.00 ,56907,MB-H8QG7L4,H8QG7-LN4F-O,Supermicro,Opteron 6100,Supermicro H8QG7-LN4F-O Quad Socket G34/ AMD SR5690/ DDR3/ SAS2/ V&4GbE/ SWTX Server Motherboard,6,,0, $ (48.04),-5%
mon0000174288,B008RRZC5G,846813006408,Miscellaneous,iStarUSA DD-FAN120 120mm Ball Bearing Fan,New, $ 27.43 ,AZ eCommerce One,,27.43,ISTAR,iStarUSA,DD-FAN120,21.83,BULK, $ 22.00 ,59873,CA-DDFAN12,DD-FAN120,iStarUSA,120mm,iStarUSA DD-FAN120 120mm Ball Bearing Fan,1,1,1, $ (1.23),-6%
mon0000173628,B00FXS14R2,818313018564,Miscellaneous,GIGABYTE GA-F2A85XM-DS2 Socket FM2/ AMD A85X/ DDR3/ SATA3&USB3.0/ A&GbE/ MicroATX Motherboard,New, $ 81.99 ,AZ eCommerce One,,75.37,Gigabyte,Gigabyte,GA-F2A85XM-DS2,278.3,RETAIL, $ 70.56 ,53374,MB-F2A85MS,GA-F2A85XM-DS2,GIGABYTE,Socket FM2,GIGABYTE GA-F2A85XM-DS2 Socket FM2/ AMD A85X/ DDR3/ SATA3&USB3.0/ A&GbE/ MicroATX Motherboard,1.75,1.8,2, $ (3.97),-6%
mon0000173763,B0034STZ42,672042041824,Miscellaneous,Supermicro Layer 3 1/10Gigabit Ethernet Switch - SSE-G24-TG4,New," $ 1,376.19 ",AZ eCommerce One,,1366.14,Supermicro,Supermicro,SSE-G24-TG4,447.03,RETAIL," $ 1,232.00 ",55750,SSE-G24TG4,SSE-G24-TG4,Supermicro,Managed L3 Switch,Supermicro SSE-G24-TG4 24-Port Layer 3 1/10-Gigabit Ethernet Switch,12.6,12.57,13, $ (71.39),-6%
mon0000174385,B005ST3HGM,846813016070,Miscellaneous,4X 3.5IN HDD HOTSWAP DRIVE CAGE,New, $ 113.49 ,AZ eCommerce One,,113.49,iStarUSA,iStarUSA,BPU-340SATA,477.75,RETAIL, $ 98.00 ,59767,CA-BP34STA,BPU-340SATA-BPL,iStarUSA,Server Hot-Swap HDD Cage,"iStarUSA BPU-340SATA-BPL 3x5.25"" to 4x3.5"" SAS/SATA 6.0 Gb/s Hot-Swap Lockable HDD Cage (Black)",4,3.95,4, $ (5.73),-6%
mon0000173950,B004Y0NAYU,878294018489,Miscellaneous,Super Talent RAIDDrive GS 2TB RAID0 PCI Express x8 Solid State Drive,New," $ 5,479.44 ",AZ eCommerce One,,5470,Super Talent,SUPER TALENT,878294018489,295.75,RETAIL," $ 4,944.00 ",10310,RGS02TE,RGS50TE,SUPER TALENT,Enterprise SSD,Super Talent RAIDDrive GS 2TB RAID0 PCI Express x8 Solid State Drive,4.1,3.43,4, $ (290.68),-6%
mon0000174945,B00CKJ2K0C,672042105533,Miscellaneous,Case CSE-116TQ-R700WB 1U 10x2.5 SAS Sata 700W 750W 80+Gold - Black,New, $ 628.54 ,AZ eCommerce One,,628.54,Supermicro,Supermicro,CSE-116TQ-R700WB,6400,RETAIL, $ 542.00 ,92967,CA-116TQ7W,CSE-116TQ-R700WB,Supermicro,1U,Supermicro SuperChassis CSE-116TQ-R700WB 700W/750W 1U Rackmount Server Chassis (Black),36,40.12,41, $ (32.29),-6%
mon0000173762,B0090YPXXG,672042117512,Miscellaneous,Supermicro X9DRD-EF Server Motherboard - Intel C602-J Chipset - Socket R LGA-2011 - 1 x Retail Pack,New, $ 407.92 ,AZ eCommerce One,,399.99,SUPERMICRO BOARDS,Supermicro,MBD-X9DRD-EF-O,688.8,RETAIL, $ 364.00 ,56469,MB-X9DRDE,X9DRD-EF-O,Supermicro,LGA 2011,Supermicro X9DRD-EF-O Dual LGA2011/ Intel C602J/ DDR3/ SATA3/ V&2GbE/ EATX Server Motherboard,5,5,5, $ (22.02),-6%
mon0000174148,B0046SM2TE,846813014007,Miscellaneous,ISTAR WU60B 6U WALLMOUNT OPEN FRAME WALL RACK,New, $ 170.46 ,AZ eCommerce One,308326,170.46,iStarUSA,ISTAR,WU-60B,1920,RETAIL, $ 143.00 ,59427,CA-WU60B,WU-60B,iStarUSA,Server Open Rack,iStarUSA WU-60B 6U 400mm Depth Wall-mount Open Frame Rack,18,15.95,16, $ (8.91),-6%
mon0000167119,B004QQ1QYI,885370300901,Software,Microsoft Windows Server Enterprise 2008 R2 SP1 OEM (25 CALs),New," $ 2,908.74 ",AZ eCommerce One,3566,2904,Microsoft,Microsoft Software,P72-04458,,OEM," $ 2,636.28 ",61722,MSP7204458,P72-04458,Microsoft,Server Software,"Microsoft Windows Server Enterprise 2008 R2 w/SP1 64-Bit, OEM (w/ 25 CALs and Media)",0.55,0.25,1, $ (166.40),-6%
mon0000175025,B008ENMSZU,872767005686,Miscellaneous,ARCTIC F14 PWM Case Fan,New, $ 13.79 ,AZ eCommerce One,,13.79,ARCTIC,Arctic,872767005686,,RETAIL, $ 9.79 ,94095,CA-ACF14PW,AFACO-140P0-GBA01,ARCTIC,140mm,ARCTIC F14 PWM 140mm Case Fan,0.5,0.35,1, $ (0.62),-6%
mon0000173812,B001OBQ6HU,672042037087,Miscellaneous,Supermicro ATX Intel LGA1366 C7X58 Motherboard,New, $ 251.00 ,AZ eCommerce One,,251,SUPERMICRO BOARDS,Supermicro,672042037087,288.75,RETAIL, $ 224.00 ,55875,MB-C7X58,C7X58-O,Supermicro,LGA 1366,Supermicro C7X58-O LGA1366/ Intel X58/ DDR3/ SATA2/ A&2GbE/ ATX Motherboard,2.5,3.7,4, $ (14.85),-7%
mon0000173506,B002LQT7CS,672042051939,Miscellaneous,Supermicro X8DTL-6F Motherboard,New, $ 389.99 ,AZ eCommerce One,,389.99,Supermicro,Supermicro,X8DTL-6F-O,691.25,RETAIL, $ 350.00 ,56304,MB-X8DTL6F,X8DTL-6F-O,Supermicro,LGA 1366,"Supermicro X8DTL-6F-O Dual LGA1366 Xeon/ Intel 5500/ V&2GbE/ ATX Server Motherboard, Retail",5,5,5, $ (23.26),-7%
mon0000173830,B0085NA1KI,672042107421,Miscellaneous,Supermicro SuperWorkstation 7047GR-TRF Barebone System - 4U Tower - Intel C602 Chipset - Socket R LGA-2011 - 2 x Process,New," $ 1,738.95 ",AZ eCommerce One,,1738.95,Supermicro,Supermicro,SYS-7047GR-TRF,13338,RETAIL," $ 1,546.00 ",57456,SY-747GTRF,SYS-7047GR-TRF,Supermicro,Workstation Barebone,Supermicro GPU SuperWorkstation SYS-7047GR-TRF Dual LGA2011 Xeon 1620W 4U Rackmount/Tower Workstation Barebone System (Dark Grey),62,61.95,62, $ (103.99),-7%
mon0000174548,B00IF0VHC2,735858214612,OfficeProducts,"4X RJ45 1GBPS PCI-E X4 SERVER NETWORK ADAPTER W LOW PROFILE BRACKET, BULK PACK (E1G44ET2BLK) -",New, $ 518.99 ,AZ eCommerce One,,518.99,Intel,INTEL,AAC0003-2785370,,BULK, $ 412.00 ,71265,INT-G44ET2,E1G44ET2BLK,Intel,Wired Network Adapter,"Intel E1G44ET2BLK Gigabit ET2 Quad Port PCI-Express x4 Server Adapter, Bulk",0.45,100,100, $ (27.86),-7%
mon0000174750,B00DVTCBIQ,887276007274,Miscellaneous,"Samsung S24C450BW 24 inch Widescreen 1,000:1 5ms VGA/DVI LED LCD Monitor (Matte Black)",New, $ 299.65 ,AZ eCommerce One,299889,285.41,Samsung,Samsung,S24C450BW,3113.55,RETAIL, $ 262.65 ,83552,SAM-24C45W,S24C450BW,Samsung,"23""-30"" LCD/LED Monitor","Samsung S24C450BW 24 inch Widescreen 1,000:1 5ms VGA/DVI LED LCD Monitor (Matte Black)",14,15,15, $ (18.20),-7%
mon0000174587,B007HNFPNU,955997323215,Miscellaneous,"Masscool 3.5"" Hard Drive Enclosure",New, $ 27.29 ,AZ eCommerce One,191459,22.92,MassCool,Masscool by Fanner Tech,UHB-3232,40.28,RETAIL, $ 21.63 ,76491,MS-UHB3232,UHB-3232,Masscool,External Enclosure,MassCool UHB-3232 3.5 inch SATA to USB 3.0 External Hard Drive Enclosure (Silver),1.83,1.7,2, $ (1.53),-7%
mon0000173601,B00DXFDUS8,816264014055,Miscellaneous,ZOTAC NM70 MB MINI-ITX 1007U,New, $ 100.44 ,AZ eCommerce One,,100.44,Zotac,Zotac,NM70ITX-C-E,128,RETAIL, $ 88.58 ,50820,MB-NM70-CE,NM70ITX-C-E,Zotac,CPU on Board Combo,ZOTAC NM70ITX-C-E Intel 1.5GHz/ Intel NM70/ DDR3/ SATA3&USB3.0/ A&V&2GbE/ Mini-ITX Motherboard & CPU Combo,2,2,2, $ (6.31),-7%
mon0000174927,B004Q7LJAI,672042071487,Miscellaneous,Supermicro SuperChassis SC113MTQ-330CB System Cabinet,New, $ 302.99 ,AZ eCommerce One,,302.99,Supermicro,Supermicro,672042071487,6048,RETAIL, $ 251.00 ,92960,CA-13MTQ3C,CSE-113MTQ-330CB,Supermicro,1U,Supermicro SuperChassis CSE-113MTQ-330CB 330W 1U Rackmount Server Chassis (Black),26,40.79,41, $ (18.01),-7%
mon0000172084,B00IB8IAZK,886027000434,VideoGameAccessories,"BitFenix BFA-ACL-60GK30-RP 60cm 30 LEDs Alchemy LED Connect Lit Strip, Green - PC/Mac/Linux",New, $ 32.15 ,AZ eCommerce One,,32.15,BitFenix,BitFenix,Unknown,,RETAIL, $ 26.78 ,92132,CA-AC60G30,BFA-ACL-60GK30-RP,BitFenix,Lighting Kit,BitFenix Alchemy Connect 60cm LED Strips (Green),0.22,0.59,1, $ (2.00),-7%
mon0000172085,B00IB8IB4U,886027000496,VideoGameAccessories,"BitFenix BFA-ACL-60OK30-RP 60cm 30 LEDs Alchemy LED Connect Lit Strip, Orange - PC/Mac/Linux",New, $ 32.15 ,AZ eCommerce One,,32.15,BitFenix,BitFenix,Unknown,,RETAIL, $ 26.78 ,92133,CA-AC60O30,BFA-ACL-60OK30-RP,BitFenix,Lighting Kit,BitFenix Alchemy Connect 60cm LED Strips (Orange),0.22,0.59,1, $ (2.00),-7%
mon0000168330,B00AC85BX6,735858205184,Miscellaneous,Ethernet Svr Adapter X520-DA2,New, $ 499.80 ,AZ eCommerce One,,487.81,Intel,Intel Corp.,735858205184,74.25,RETAIL, $ 458.35 ,71281,INT-10G42B,E10G42BTDA,Intel,Wired Network Adapter,"Intel E10G42BTDA 10 Gigabit Ethernet Dual Port PCI-Express Server Adapter, Retail",0.5,,0, $ (35.52),-8%
mon0000173895,B005ZT4IMC,672042097920,Miscellaneous,Supermicro SATA TO SAS LSI INTERPOSER CAR Computer Parts,New, $ 51.75 ,AZ eCommerce One,66155,44,Supermicro,Supermicro,AOC-LSISS9252,1,RETAIL, $ 45.00 ,55784,AOC-LSIS92,AOC-LSISS9252,Supermicro,SAS,Supermicro AOC-LSISS9252 SAS-to-SATA Interposer Card,0.5,0.22,1, $ (3.56),-8%
mon0000173772,B00F29LG1G,735858268516,Miscellaneous,Intel Xeon E5-2650 v2 2.60 GHz Processor - Socket FCLGA2011,New," $ 1,223.49 ",AZ eCommerce One,,1218.5,Intel,Intel,BX80635E52650V2,,RETAIL," $ 1,126.82 ",23757,E52650V2BX,BX80635E52650V2,Intel,Xeon,"Intel Xeon E5-2650 v2 Eight-Core Processor 2.6GHz 8.0GT/s 20MB LGA 2011 CPU, Retail",0.35,0.25,1, $ (89.40),-8%
mon0000173735,B007J5Q53A,672042103874,Miscellaneous,***NEW RELEASE*** SuperMicro X9DRH-7TF Motherboard,New, $ 729.99 ,AZ eCommerce One,,718.5,Supermicro,Supermicro,MBD-X9DRH-7TF-O,694.4,RETAIL, $ 669.00 ,56459,MB-X9DRH7T,X9DRH-7TF-O,Supermicro,LGA 2011,Supermicro X9DRH-7TF-O EATX Server Motherboard Dual LGA2011/ Intel C602/ DDR3/ SATA3&SAS/ V&2GbE/,5,4.45,5, $ (53.26),-8%
mon0000170768,B001XWCQO2,097564307584,OfficeProducts,Fujitsu ScanSnap S1500M Instant PDF Sheet-Fed Scanner for the Macintosh,New, $ 488.40 ,AZ eCommerce One,5398,478.41,Fujitsu,Fujitsu Imaging,PA03586-B105,1600,RETAIL, $ 442.90 ,87511,SN-S1500M,PA03586-B105,Fujitsu,Scanner,Fujitsu PA03586-B105 ScanSnap S1500M Sheet-Fed Duplex Scanner,11,10.2,11, $ (35.81),-8%
mon0000169618,B000YTKU4S,876818001320,OfficeProducts,Elite Screens 119IN DIAG MANUAL PULL DOWN PERP MATTE WHITE 1:1 84X84IN,New, $ 138.91 ,AZ eCommerce One,68880,138.91,Elite,Elitescreens,6944904408361,3066.53,RETAIL, $ 110.21 ,82019,EL-M119WS1,M119XWS1,Elite Screens,Projector & Screen,"Elite Screens Manual Series M119XWS1 119"" 1:1 Projection Screen",24.47,26.46,27, $ (8.99),-8%
mon0000165626,B00A4BGM52,718037786810,Miscellaneous,Western Digital Western Digital 4tb 7200rpm 64mb Sata 6 Gb/s,New, $ 375.00 ,AZ eCommerce One,1207910,375,Western Digital,WD,WD4000FYYZ,89.09,BULK, $ 344.02 ,49225,HD-W40FYYZ,WD4000FYYZ,Western Digital,SATA,Western Digital RE WD4000FYYZ 4TB 7200RPM SATA3/SATA 6.0 GB/s 64MB Enterprise Hard Drive (3.5 inch),1.85,2,2, $ (28.37),-8%
mon0000169075,B00C7LFED8,710931304107,OfficeProducts,2-Port PS/2 KVM Switch 2-Port PS/2 KVM Switch,New, $ 25.31 ,AZ eCommerce One,,19.99,TRENDnet,TRENDnet,TK-205K,,RETAIL, $ 20.09 ,73751,TN-TK205K,TK-205K,TRENDnet,KVM Switch,TRENDnet TK-205K 2-Port KVM Switch with Integrated Cables,1.75,1.65,2, $ (1.68),-8%
mon0000173571,B00EXUF7SS,818313016508,Miscellaneous,GIGABYTE GA-H61M-DS2 DVI LGA1155/ Intel H61/ DDR3/ A&GbE/ MicroATX Motherboard,New, $ 62.90 ,AZ eCommerce One,,54.91,Gigabyte Technology,Gigabyte,GA-H61M-DS2 DVI,278.3,RETAIL, $ 55.11 ,53205,MB-61MSDVI,GA-H61M-DS2 DVI,GIGABYTE,Socket 1155,GIGABYTE GA-H61M-DS2 DVI LGA1155/ Intel H61/ DDR3/ A&GbE/ MicroATX Motherboard,1.71,2,2, $ (4.75),-9%
mon0000167343,B0094NX8TE,885370412673,Software,Windows 8 System Builder OEM DVD  32-Bit [Old Version],New, $ 111.37 ,AZ eCommerce One,2397,111.37,Microsoft,Microsoft Software,WN7-00368,4.13,OEM, $ 101.45 ,60862,MSWN700368,WN7-00368,Microsoft,Operating System,"Microsoft Windows 8 Operating System 32-bit English (1 Pack), OEM",0.16,0.05,1, $ (9.34),-9%
mon0000175133,B009EO4ZTK,884102014253,Miscellaneous,Cooler Master NotePal I300 (R9-NBC-300L-GP),New, $ 24.99 ,AZ eCommerce One,78249,24.99,Cooler Master,Coolermaster,R9-NBC-300L-GP,,RETAIL, $ 20.60 ,94595,CA-NBC300L,R9-NBC-300L-GP,Cooler Master,Accessory,Cooler Master R9-NBC-300L-GP NotePal I300 Notebook Cooler (Black),2.8,0.02,1, $ (1.91),-9%
mon0000167138,B004I6L416,885370233001,Software,Windows Small Business Server 2011 Premium Add-on CAL (1 User),New, $ 75.49 ,AZ eCommerce One,20606,75.49,Microsoft,Microsoft Software,2YG-00361,,OEM, $ 67.98 ,61785,MS2YG00361,2YG-00361,Microsoft,Server Software,"Microsoft Small Business Server Premium 2011 USER CAL, 1-Client Licenses (no media, License only)",0.1,0.1,1, $ (6.36),-9%
mon0000173739,B004K8ON6K,672042055487,Miscellaneous,Supermicro MEZZANINE ADAP FOR SUPERBLADE ADAP HCA SINGLE 4XQDR PORTS 10GB ENET,New, $ 527.44 ,AZ eCommerce One,,519.95,Supermicro,Supermicro,AOC-IBH-XQS,108,RETAIL, $ 493.00 ,55746,SY-SBMIBHX,AOC-IBH-XQS,Supermicro,Wired Network Adapter,Supermicro AOC-IBH-XQS Single-Port 40Gb/s Low Latency InfiniBand Adapter Card for SuperBlade,3,0.3,1, $ (47.23),-10%
mon0000173639,B001PMUWQ4,811686005223,Miscellaneous,PC60 ATX12V Power Supply,New, $ 73.23 ,AZ eCommerce One,,73.23,Shuttle,Shuttle,811686005223,90,RETAIL, $ 64.89 ,55535,PC60,PC60,Shuttle,Desktop,Shuttle PC60 300W 80 PLUS Power Supply,3,2.6,3, $ (6.29),-10%
